name,task,channel,avg,slope,variance,skewness,kurtosis,max,min,sum
name_4,B,8,3.76E-05,1.48E-06,4.04E-07,-1.062863439,3.023620288,0.000695984,-0.001515809,0.019124035
name_4,B,9,0.000383504,2.62E-06,6.14E-07,-1.084964943,3.188972488,0.001140908,-0.001590821,0.194819825
name_4,B,10,0.001041683,-2.34E-06,9.38E-07,0.830098557,2.684324081,0.003283645,-0.000459448,0.529174974
name_4,B,11,-0.000121309,-1.29E-06,3.20E-07,0.735075132,4.746417929,0.001499732,-0.00135834,-0.061625044
name_4,B,12,-0.001019945,-1.02E-06,5.14E-07,-0.488442357,2.822324665,9.32E-05,-0.002691244,-0.518132176
name_4,B,13,-0.001343266,-4.03E-06,9.46E-07,0.217721077,2.364248653,0.000535391,-0.003273841,-0.682378988
name_4,B,14,0.001721801,-2.73E-06,1.08E-06,-0.599235311,2.312056917,0.003360406,-0.000690236,0.874674776
name_4,B,15,0.002395062,-2.09E-06,2.23E-06,0.053806963,2.277695764,0.005270328,-6.49E-05,1.216691716
name_4,C,1,-0.001455603,-9.04E-06,2.30E-06,0.308241313,2.003334737,0.001342455,-0.003760956,-0.73944632
name_4,C,2,-0.001002152,-6.66E-06,1.51E-06,0.731328971,2.262325405,0.001429482,-0.002741796,-0.50909323
name_4,C,3,-0.000103838,-2.94E-06,1.07E-06,0.308577128,2.089501846,0.001713716,-0.001884971,-0.052749552
name_4,C,4,-0.000624427,-3.77E-06,1.49E-06,0.495571468,2.225599805,0.00171635,-0.00256912,-0.317209129
name_4,C,5,0.000136077,-5.13E-06,2.15E-06,0.769303753,2.398862713,0.003181324,-0.001852104,0.069127007
name_4,C,6,0.000568449,-1.56E-06,7.39E-07,0.418456122,1.915329388,0.002203516,-0.00063357,0.288771891
name_4,C,7,-0.000630977,-3.92E-06,1.25E-06,0.938480125,2.999036462,0.001940108,-0.002221136,-0.320536184
name_4,C,8,0.000478361,4.28E-07,5.73E-07,0.112624548,1.556854062,0.001713128,-0.000658189,0.243007453
name_4,C,9,0.00067603,-1.47E-06,1.00E-06,0.444129365,2.112686927,0.002760924,-0.00084304,0.343423388
name_4,C,10,-0.001260525,-4.61E-06,2.06E-06,0.699215583,3.207320808,0.002118402,-0.003794979,-0.64034686
name_4,C,11,5.03E-05,-2.04E-06,1.05E-06,0.613154799,2.416016427,0.002317506,-0.001473642,0.025545194
name_4,C,12,0.001386285,8.60E-08,6.11E-07,-0.228177451,1.954801607,0.002571933,-0.000770615,0.704232733
name_4,C,13,0.000238003,-3.89E-06,1.64E-06,0.478600797,2.306697693,0.002813252,-0.001878468,0.120905346
name_4,C,14,0.000601669,-3.09E-06,7.25E-07,1.034190947,3.133819592,0.002690458,-0.000675883,0.305647743
name_4,C,15,0.000405581,-8.50E-06,3.48E-06,0.271150034,2.166673162,0.004234863,-0.002664201,0.206034961
name_4,A,1,0.001587732,7.91E-06,1.45E-06,-0.117282493,1.524445009,0.003216924,-0.000444257,0.806567746
name_4,A,2,-0.000534435,4.33E-06,7.23E-07,-0.041440645,1.745748484,0.001194114,-0.001936185,-0.271493133
name_4,A,3,-0.001376378,1.67E-06,6.36E-07,-0.580524717,2.789701941,4.43E-05,-0.003122414,-0.699199959
name_4,A,4,-0.001282034,-1.80E-06,2.34E-07,0.496159874,3.425566804,3.29E-05,-0.00220872,-0.651273216
name_4,A,5,-0.001214849,-7.05E-07,2.84E-07,-0.292617452,3.600701168,4.34E-05,-0.002484458,-0.617143147
name_4,A,6,-0.000166042,1.14E-06,1.94E-07,-0.031789733,2.090414086,0.000566578,-0.001003374,-0.084349136
name_4,A,7,-0.001355373,-1.71E-06,2.19E-07,0.743901831,4.145271657,3.75E-05,-0.002196465,-0.6885295
name_4,A,8,-0.000556373,-1.78E-07,1.04E-07,-0.104121137,2.407609403,2.11E-05,-0.001220298,-0.282637681
name_4,A,9,-0.000331306,6.77E-07,1.62E-07,0.015698072,2.040621368,0.000363363,-0.001037451,-0.168303647
name_4,A,10,-0.001136666,-8.77E-07,2.38E-07,0.456737579,2.540669825,3.15E-05,-0.002003928,-0.577426276
name_4,A,11,-0.001095457,-6.14E-07,2.23E-07,0.457183239,2.901290093,6.41E-05,-0.001988682,-0.556492107
name_4,A,12,-0.000232395,9.04E-07,1.81E-07,-0.247445224,2.439632027,0.000524174,-0.001143975,-0.118056747
name_4,A,13,-0.001002477,-6.31E-08,2.20E-07,-0.296269778,3.095149211,4.41E-05,-0.002085134,-0.509258092
name_4,A,14,-0.000318611,1.43E-06,1.66E-07,-0.349402265,1.854479052,0.000384099,-0.00112213,-0.161854162
name_4,A,15,0.000768779,6.10E-06,1.09E-06,0.003801124,1.354683423,0.00230873,-0.000778639,0.390539793
name_5,C,1,-0.000331488,-4.48E-06,7.28E-07,-0.164359584,2.040246333,0.001181376,-0.002011121,-0.168395654
name_5,C,2,-0.000738486,-6.89E-06,1.53E-06,0.014386677,1.967319342,0.001546986,-0.003007082,-0.375151046
name_5,C,3,-0.00092699,-7.61E-06,1.55E-06,-0.248852391,1.704566685,0.000814777,-0.003230159,-0.470910826
name_5,C,4,-0.000786672,-6.02E-06,1.06E-06,0.052983807,1.947956818,0.001247372,-0.002477911,-0.399629359
name_5,C,5,-0.00069237,-9.94E-06,2.56E-06,-0.001440211,1.703695139,0.00212864,-0.003220804,-0.351724036
name_5,C,6,-0.000160351,-6.57E-06,1.49E-06,-0.189564523,2.149304254,0.001839213,-0.002688778,-0.081458374
name_5,C,7,-0.002721911,-1.37E-05,4.36E-06,0.048911095,1.582954392,0.000644679,-0.0058327,-1.382730968
name_5,C,8,-0.001095529,-9.23E-06,2.10E-06,0.066955798,1.635699999,0.001394644,-0.003323594,-0.556528701
name_5,C,9,-0.001331188,-1.11E-05,3.43E-06,0.144277439,1.8709283,0.002237046,-0.004433624,-0.676243397
name_5,C,10,-0.002282845,-1.22E-05,3.52E-06,0.129882655,1.703011484,0.000963819,-0.00515632,-1.159685346
name_5,C,11,-0.00170861,-1.21E-05,3.55E-06,-0.015142158,1.70916387,0.001568496,-0.004635818,-0.867973974
name_5,C,12,-0.001420313,-9.71E-06,2.30E-06,-0.088630269,1.801839875,0.001152434,-0.003809078,-0.721518947
name_5,C,13,-0.00220922,-1.28E-05,4.16E-06,0.088201332,1.966783344,0.001809647,-0.00532573,-1.122283674
name_5,C,14,-0.001187095,-8.95E-06,2.04E-06,-0.053541921,1.934244808,0.001467485,-0.003546097,-0.603044158
name_5,C,15,-3.73E-05,-4.81E-06,1.05E-06,0.295127052,2.5052002,0.002368798,-0.001806794,-0.018935653
name_5,A,1,0.001811682,-4.34E-06,1.18E-06,0.987522376,3.102161163,0.004602974,-0.000545313,0.920334323
name_5,A,2,0.001604148,-5.25E-06,1.74E-06,1.26171439,3.726323924,0.005250984,-0.000579514,0.814907414
name_5,A,3,0.001451653,-3.32E-06,1.13E-06,1.045844333,3.338647408,0.004319777,-0.00043788,0.737439508
name_5,A,4,0.001463191,-3.48E-06,8.98E-07,0.946031863,3.054654057,0.003848696,-0.000459333,0.743300909
name_5,A,5,0.001895104,-3.69E-06,1.31E-06,1.082032481,3.576688029,0.005006267,-0.000488915,0.962713051
name_5,A,6,0.002478603,-3.02E-06,1.21E-06,0.56406186,3.312791803,0.005155112,-0.000527603,1.259130423
name_5,A,7,0.001340824,-7.12E-06,2.32E-06,1.185751982,3.045636995,0.005241782,-0.000539966,0.681138628
name_5,A,8,0.001418582,-5.09E-06,1.55E-06,1.265992287,3.531323059,0.004835038,-0.000600295,0.720639786
name_5,A,9,0.002134382,-5.17E-06,2.15E-06,1.146513879,3.513790762,0.00614718,-0.000577254,1.084266185
name_5,A,10,0.001879177,-4.93E-06,1.71E-06,1.363719629,4.198516216,0.005642404,-0.000701393,0.954621937
name_5,A,11,0.002072456,-6.09E-06,2.49E-06,1.351456799,3.97739378,0.006561611,-0.000656541,1.052807634
name_5,A,12,0.001340736,-6.21E-06,1.80E-06,1.127367552,3.099543221,0.004845886,-0.000509527,0.681094117
name_5,A,13,0.002605309,-6.27E-06,2.34E-06,0.979038817,3.267137511,0.006564674,-0.000875482,1.323496729
name_5,A,14,0.002090008,-4.83E-06,1.39E-06,0.909091182,3.042586848,0.005056212,-0.000495264,1.061724209
